UOID,Parent,Label,OrgName,ProgramName,Adjusted,Normalized,Outcomes,CPO,Efficacy,Evidence,Definition,OtherOutcomes,Budget,Reach,Type
12780,Z12.01.04,Connecticut Children's Medica…,Connecticut Children's Medical Center,Building a Culture of Healthy Relationships,475,0.30%,475,$126 ,77.10%,Reliable,,Prevent Intimate Partner Violence,"$60,000 ",616 individuals,Program
12782,Z08.04.01,Connecticut Children's Medica…,Connecticut Children's Medical Center,Building a Culture of Healthy Relationships,100,0.07%,90,$444 ,90.00%,Reliable: Best in Class,,Reduce Risky Behavior; Social and Emotional Skills,"$40,000 ",100 individuals,Program
12784,Z12.01.04,Facets,Facets,"No Bullies, Please!",5000,3.11%,"10,890",$18 ,100.00%,Reliable,,"Enhance Arts Appreciation; Improved Academic Attitudes, Beliefs, and Motivations","$195,300 ","10,890 individuals",Program
12785,Z01.01.02,Navy Pier,Navy Pier,Fresh Fest!,500,0.19%,500,$54 ,100.00%,Needs Improvement,,Strengthen Creative Community; Strengthen Individual Creativity Skills; Expose New Artistic Talent; Enhance Arts Appreciation; Social and Emotional Skills,"$27,000 ",500 individuals,Program
12786,Z12.01.03,DRIVE SMART Weld County,DRIVE SMART Weld County,The Young Driver Traffic Safety Project,3100,1.93%,"3,100",$10 ,81.60%,Reliable: Best in Class,,None Listed,"$30,000 ","3,800 individuals",Program
12790,Z08.04.05,"Hubbard House, Inc.","Hubbard House, Inc.",Emergency Shelter and Services Program,650,0.45%,650,"$2,992 ",96.30%,Needs Improvement,,Prevent Intimate Partner Violence,"$1,945,000 ",675 individuals,Program
12792,Z08.04.05,Florida Coalition Against Dom…,Florida Coalition Against Domestic Violence,Florida's Allstate and Domestic Violence Centers Changing Lives,701,0.48%,701,$53 ,100.00%,Needs Improvement,,None Listed,"$37,000 ",701 individuals,Program
12793,Z08.04.05,Florida Coalition Against Dom…,Florida Coalition Against Domestic Violence,Foundation Final Report,503,0.35%,503,$179 ,100.00%,Needs Improvement,,None Listed,"$90,000 ",503 individuals,Program
12795,Z12.01.03,AR Children's Foundation,AR Children's Foundation,Arkansas Drive Smart Challenge,5000,3.11%,"6,908",$30 ,100.00%,Reliable: Best in Class,,Form Coalitions; Issue Awareness; Civic Engagement; Social and Emotional Skills,"$207,000 ","6,908 individuals",Program
12799,Z05.03.03,Canadian Museums Association,Canadian Museums Association,Young Canada Works,1781,0.86%,"1,781","$4,991 ",99.00%,Needs Improvement,,Job Readiness,"$8,888,417 ","1,799 individuals",Program
12801,Z05.03.06,Greater Chicago Food Deposito…,Greater Chicago Food Depository,Chicago's Community Kitchens,100,0.05%,42,"$19,048 ",89.40%,Reliable,,None Listed,"$800,000 ",47 individuals,Program
12802,Z05.02.03,The Hatchery Chicago,The Hatchery Chicago,The Hatchery,125,0.06%,125,$400 ,62.50%,Needs Improvement,,Business Growth; Job Creation,"$50,000 ",200 individuals,Program
12803,Z06.05.01,"Embarc, Inc.","Embarc, Inc.",Senior Year Success Series,100,0.04%,99,"$2,560 ",99.00%,Reliable,,Career Access and Readiness; College Access and Readiness,"$253,429 ",100 individuals,Program
12805,Z06.03.03,St. Francis Neighborhood Cent…,St. Francis Neighborhood Center,Power Project,100,0.04%,56,"$6,884 ",70.00%,Reliable,,Civic Engagement; Independent Living Skills; Social and Emotional Skills; High School Completion; College Persistence and Completion,"$385,489 ",80 individuals,Program
12810,Z05.04.03,United Way of Pioneer Valley,United Way of Pioneer Valley,Thrive,170,0.08%,170,"$1,622 ",97.10%,Needs Improvement,,Financial Literacy,"$275,755 ",175 individuals,Program
12822,Z06.05.01,Boys & Girls Clubs of Greater…,Boys & Girls Clubs of Greater Kansas City,Teen Services Program,150,0.06%,150,"$3,407 ",15.30%,Reliable,,Improved Academic Performance; School Engagement and Persistence,"$511,000 ",983 individuals,Program
12827,Z05.03.03,Colleges and Institutes Canada,Colleges and Institutes Canada,Career-Launcher Internships,176,0.08%,176,"$16,250 ",96.20%,Needs Improvement,,Career Advancement; Job Quality; Job Readiness; STEM Interest; Climate Change Adaptation,"$2,860,000 ",183 individuals,Program
12831,Z06.05.03,Horatio Alger Association,Horatio Alger Association,Horatio Alger Undergraduate Scholars,3147,1.26%,"3,147","$6,355 ",54.30%,Needs Improvement,,None Listed,"$20,000,000 ","5,800 individuals",Program
12832,Z05.04.02,Ladder Up,Ladder Up,Financial Capability,2034,0.98%,"2,034",$44 ,24.40%,Needs Improvement,,Financial Resilience; College Access and Readiness,"$90,489 ","8,329 individuals",Program
12833,Z06.05.02,New Jersey SEEDS,New Jersey SEEDS,College Scholars Program,100,0.04%,40,"$18,750 ",100.00%,Needs Improvement,,High School Completion,"$750,000 ",40 individuals,Program
12839,Z01.01.02,Remos Test,Remos Test,Remo's Test,100,0.04%,20,$10 ,100.00%,Needs Improvement,,Enhance Arts Appreciation; Access to Affordable Housing; Employment; Reduce Time in Foster Care; Reduce Placement in Congregate Care,$200 ,20 individuals,Program
12842,Z06.01.04,Facing History and Ourselves,Facing History and Ourselves,Northeastern Ohio Schools Network,100,0.04%,12,"$41,145 ",100.00%,Needs Improvement,,Civic Engagement; Social and Emotional Skills; Equitable Education; Effective Teachers; Effective School Leadership,"$493,740 ",12 organizations,Program
12849,Z08.04.01,Futures Without Violence,Futures Without Violence,Coaching Boys Into Men,5000,3.45%,"80,750",$6 ,95.00%,Reliable: Best in Class,,None Listed,"$500,000 ","85,000 individuals",Program
12850,Z08.04.01,The One Love Foundation in Ho…,The One Love Foundation in Honor of Yeardley Love,National Engagement Coordinator Program,5000,3.45%,"342,780",$9 ,87.00%,Reliable,,Social and Emotional Skills,"$3,148,735 ","394,000 individuals",Program
12854,Z03.05.01,The Baltimore Station,The Baltimore Station,The Baltimore Station's Residential Service Program,300,0.08%,300,"$10,667 ",96.20%,Needs Improvement,,Manage Mental Health; Access to Services and Supports; Reduce Homelessness; Acquire Employment; Patient Quality of Life,"$3,200,000 ",312 individuals,Program
12855,Z05.03.03,Living Classrooms Foundation,Living Classrooms Foundation,Project SERVE,104,0.05%,104,"$14,325 ",83.20%,Reliable,,Job Readiness,"$1,489,761 ",125 individuals,Program
12856,Z08.04.01,"House of Ruth Maryland, Inc.","House of Ruth Maryland, Inc.",Gateway Project Abuse Intervention Program,183,0.13%,183,"$2,878 ",34.30%,Needs Improvement,,Identify and Refer Survivors,"$526,737 ",534 individuals,Program
12858,Z08.04.01,House of Ruth Maryland,House of Ruth Maryland,Gateway Project Abuse Intervention Program,200,0.14%,200,"$2,785 ",25.60%,Needs Improvement,,Identify and Refer Survivors,"$556,905 ",781 individuals,Program
12859,Z03.05.04,Fuel Fund of Maryland,Fuel Fund of Maryland,Affordability Solutions,5000,1.29%,"18,000",$17 ,100.00%,Needs Improvement,,Access to Quality Resources,"$300,000 ","18,000 individuals",Program
12860,Z03.01.01,The Family Tree,The Family Tree,Child Abuse Prevention,5000,1.29%,"147,000",$27 ,70.00%,Reliable: Best in Class,,Reduce Child Abuse and Neglect Recurrence,"$3,900,000 ","210,000 households",Program
12862,Z08.03.04,"Sinai Hospital of Baltimore, …","Sinai Hospital of Baltimore, Inc.",Sinai Violence Intervention Program,100,0.07%,75,"$5,333 ",65.20%,Needs Improvement,,"Social and Emotional Skills; Job Readiness; Care Management; Patient and Family Support; Acuqire Full-time, Non-Seasonal Employment","$400,000 ",115 individuals,Program
12865,Z08.06.04,"Helping Up Mission, Inc.","Helping Up Mission, Inc.",Men's Spiritual Recovery Program,113,0.08%,113,"$43,412 ",20.50%,Needs Improvement,,"Access to Temporary Housing; Return to Work; Affordable, Quality Healthcare; Patient Quality of Life","$4,905,600 ",550 individuals,Program
12868,Z05.03.03,SUCO,SUCO,"Jeunes, Emploi, Développement International (JEDI) II",100,0.05%,8,"$25,000 ",88.90%,Needs Improvement,,Job Readiness,"$200,000 ",9 individuals,Program
12882,Z05.03.03,Marine Institute,Marine Institute,International Youth Internship Program (IYIP),100,0.05%,20,"$26,500 ",100.00%,Needs Improvement,,Civic Engagement; Independent Living Skills,"$530,000 ",20 individuals,Program
12941,Z05.03.01,Fédération de la jeunesse can…,Fédération de la jeunesse canadienne-française (FJCF),Langues et Travail / Languages at Work,178,0.09%,178,"$3,484 ",100.00%,Needs Improvement,,Acquire Employment,"$620,156 ",178 individuals,Program
12943,Z05.03.01,Environmental Careers Organiz…,Environmental Careers Organization Canada (ECO Canada),Science Horizons Youth Internship Program,640,0.31%,640,"$27,528 ",48.50%,Reliable,,Climate Change Adaptation; Environmental Awareness,"$17,618,000 ","1,320 individuals",Program
12957,Z05.02.01,Industrial Council of Nearwes…,Industrial Council of Nearwest Chicago,Groupon Marketing Bootcamp,100,0.05%,33,$303 ,100.00%,Needs Improvement,,None Listed,"$10,000 ",33 organizations,Program
12964,Z06.05.02,First Generation College Bound,First Generation College Bound,College Success,450,0.18%,450,$556 ,90.00%,Needs Improvement,,College Persistence and Completion,"$250,000 ",500 individuals,Program
12968,Z03.03.01,Loyola University Maryland,Loyola University Maryland,Loyola University MD/York Road Initiative FreshCrate Program,2536,0.66%,"2,536",$25 ,100.00%,Needs Improvement,,Organizational Reach; Healthy Food Consumption and Behaviour,"$62,693 ","2,536 individuals",Program
12974,Z08.02.02,Family Centre,Family Centre,Counselling Services,106,0.07%,106,"$9,398 ",71.60%,Needs Improvement,,None Listed,"$996,184 ",148 individuals,Program
12976,Z06.05.02,CollegeCommunityCareer,CollegeCommunityCareer,High School Program,637,0.26%,637,$732 ,98.00%,Needs Improvement,,College Persistence and Completion,"$466,100 ",650 individuals,Program
12977,Z06.05.02,OneGoal,OneGoal,OneGoal,1750,0.70%,"1,750","$7,429 ",70.00%,Reliable,,College Persistence and Completion,"$13,000,000 ","2,500 individuals",Program
12979,Z03.05.05,"Paul's Place, Inc.","Paul's Place, Inc.",Utility Shut-off Prevention,283,0.07%,283,$265 ,100.00%,Reliable,,Financial Resilience,"$75,000 ",283 individuals,Program
12980,Z12.01.04,"YMCA of Central Maryland, Inc.","YMCA of Central Maryland, Inc.",Big Brothers Big Sisters at the Y,700,0.44%,700,"$1,536 ",87.40%,Reliable: Best in Class,,Reduce Risky Behavior,"$1,075,239 ",801 individuals,Program
12983,Z01.01.02,Chicago Children's Museum,Chicago Children's Museum,Art Studio Programming,5000,1.90%,"36,200",$4 ,100.00%,Needs Improvement,,None Listed,"$150,000 ","36,200 individuals",Program
12985,Z05.04.02,Working in Support of Educati…,Working in Support of Education (W!se),MoneyW!se Program for Domestic Violence Survivors San Diego,100,0.05%,6,"$2,000 ",66.70%,Reliable,,Financial Resilience,"$12,000 ",9 individuals,Program
12991,Z06.05.03,East Harlem Tutorial Program,East Harlem Tutorial Program,EHTP College Scholars Program,123,0.05%,123,"$5,580 ",74.00%,Needs Improvement,,College Access and Readiness,"$685,397 ",166 individuals,Program
12993,Z06.05.03,The Pittsburgh Promise,The Pittsburgh Promise,Pittsburgh Promise Scholarship,2109,0.85%,"2,109","$9,389 ",100.00%,Needs Improvement,,College Access and Readiness; High School Completion,"$19,801,243 ","2,109 individuals",Program
12994,Z06.05.01,"De La Salle, Inc.","De La Salle, Inc.",Graduate Support Program,158,0.06%,158,"$1,582 ",98.80%,Needs Improvement,,"Economic Well-Being; Career Access and Readiness; College Access and Readiness; School Engagement and Persistence; Improved Academic Attitudes, Beliefs, and Motivations","$250,000 ",160 individuals,Program
12996,Z06.03.03,High Jump,High Jump,High Jump Core Program,270,0.11%,270,"$8,055 ",80.60%,Needs Improvement,,"Social and Emotional Skills; College Access and Readiness; High School Completion; STEM Interest; Academic Habits of Mind; Improved Academic Attitudes, Beliefs, and Motivations","$2,175,000 ",335 individuals,Program
12997,Z06.05.02,Career Compass of Louisiana,Career Compass of Louisiana,12th Grade College & Career Coaching,5000,2.01%,"13,979",$119 ,97.00%,Needs Improvement,,Career Access and Readiness,"$1,657,265 ","14,411 individuals",Program
12998,Z06.05.02,Bay Area Community Foundation,Bay Area Community Foundation,Great Lakes Bay College and Career Resource Center,2500,1.00%,"2,500",$33 ,83.30%,Needs Improvement,,Career Access and Readiness; College Access and Readiness; College Persistence and Completion; High School Completion,"$83,000 ","3,000 individuals",Program
13011,Z06.05.02,DC Prep Academy,DC Prep Academy,PrepNext,100,0.04%,65,"$8,769 ",90.30%,Needs Improvement,,Career Access and Readiness; College Persistence and Completion; High School Completion; Improved Academic Performance; Academic Habits of Mind,"$570,000 ",72 individuals,Program
13013,Z06.05.03,"Collegiate Directions, Inc.","Collegiate Directions, Inc.",Scholars,140,0.06%,140,"$1,629 ",96.60%,Needs Improvement,,College Access and Readiness,"$228,000 ",145 individuals,Program
13014,Z06.05.02,Crosby Scholars Community Par…,Crosby Scholars Community Partnership,Senior Crosby Scholars Program,956,0.38%,956,$770 ,83.20%,Needs Improvement,,College Persistence and Completion; High School Completion; Civic Engagement,"$735,670 ","1,149 individuals",Program
13016,Z03.03.01,"The Foodbank, Inc.","The Foodbank, Inc.",Hunger Relief in the Miami Valley,100,0.03%,3,$3 ,0.00%,Needs Improvement,,Emergency Supply and Distribution of Food,$8 ,"850,005 individuals",Program
13019,Z06.05.03,"SquashBusters, Inc.","SquashBusters, Inc.",SquashBusters Post-Secondary Program,100,0.04%,50,"$1,940 ",74.60%,Needs Improvement,,Career Access and Readiness,"$97,000 ",67 individuals,Program
13020,Z03.03.01,Fairbanks Community Food Bank,Fairbanks Community Food Bank,donated local food,5000,1.29%,"45,400",$26 ,98.90%,Needs Improvement,,Access to Nutritious Food,"$1,200,000 ","45,893 individuals",Program
13022,Z06.05.04,Holland Bloorview Kids Rehabi…,Holland Bloorview Kids Rehabilitation Hospital Foundation,Leading the Way,100,0.04%,14,"$9,107 ",87.50%,Needs Improvement,,Design New or Improved Products and Services,"$127,497 ",16 individuals,Program
13023,Z06.05.03,Degrees of Change,Degrees of Change,Act Six,351,0.14%,351,"$4,434 ",100.00%,Reliable: Best in Class,,Develop Community Infrastructure; College Access and Readiness,"$1,556,350 ",351 individuals,Program
13024,Z06.05.02,Summit Education Initiative,Summit Education Initiative,FAFSA Completion,202,0.08%,202,$87 ,81.80%,Needs Improvement,,None Listed,"$17,500 ",247 individuals,Program
13025,Z06.05.03,"CollegeTracks, Inc.","CollegeTracks, Inc.",CollegeTracks College Success Program,302,0.12%,302,"$1,760 ",60.40%,Reliable,,None Listed,"$531,660 ",500 individuals,Program
13026,Z06.05.02,College Match,College Match,College Match,624,0.25%,624,"$2,083 ",100.00%,Needs Improvement,,College Persistence and Completion,"$1,300,000 ",624 individuals,Program
13027,Z06.05.02,College Now Greater Cleveland,College Now Greater Cleveland,Top Scholars Program,100,0.04%,40,"$3,625 ",100.00%,Needs Improvement,,None Listed,"$145,000 ",40 individuals,Program
13028,Z06.05.02,College Advising Corps,College Advising Corps,College Advising Corps,5000,2.01%,"95,400",$300 ,53.00%,Reliable,,None Listed,"$28,626,718 ","180,000 individuals",Program
13029,Z06.05.02,MOSTe MOTIVATING OUR STUDENTS…,MOSTe MOTIVATING OUR STUDENTS THROUGH EXPERIENCE,College Counseling Program,100,0.04%,35,"$2,714 ",100.00%,Needs Improvement,,None Listed,"$95,000 ",35 individuals,Program
13035,Z12.01.03,Safe America Foundation,Safe America Foundation,Safe Tomorrows and Safe Teen Driving: All Hands In,1608,1.00%,"1,608",$167 ,67.00%,Needs Improvement,,Reduce Substance Abuse; Enhance Arts Appreciation; Prevent Substance Abuse,"$268,600 ","2,400 individuals",Program
13038,Z08.04.05,"Alternatives to Violence, Inc.","Alternatives to Violence, Inc.",SafeHouse,128,0.09%,128,"$2,436 ",100.00%,Needs Improvement,,Prevent Intimate Partner Violence; Identify and Refer Survivors,"$311,816 ",128 individuals,Program
13039,Z08.04.05,Family Justice Center of Erie…,Family Justice Center of Erie County,Economic Empowerment Program,100,0.07%,42,$526 ,85.00%,Reliable,,Financial Resilience; Financial Literacy,"$21,896 ",49 individuals,Program
13040,Z08.04.05,The Family Place,The Family Place,The Family Place Dignity at Work Job Readiness Program,200,0.14%,200,"$1,295 ",82.30%,Needs Improvement,,Acquire Employment; Job Readiness; Return to Work,"$259,029 ",243 individuals,Program
13041,Z08.04.05,Fresh Start Women's Foundation,Fresh Start Women's Foundation,Financial Empowerment for Domestic Violence Survivors,1573,1.09%,"1,573",$105 ,87.00%,Reliable,,Identify and Refer Survivors,"$165,371 ","1,808 individuals",Program
13043,Z12.01.01,Henrik Lundqvist Foundation,Henrik Lundqvist Foundation,Henrik Lundqvist Young Ambassador Program,100,0.06%,12,"$2,500 ",92.30%,Needs Improvement,,Independent Living Skills; Reduce Risky Behavior; Social and Emotional Skills,"$30,000 ",13 individuals,Program
